jobID,skillID,
1,24
1,25
1,26
1,27
1,28
2,13
2,28
2,44
2,59
2,61
2,65
2,72
2,74
2,83
2,95
2,102
2,107
2,108
2,109
2,110
2,111
2,112
2,143
2,145
2,147
2,148
2,152
2,154
2,166
2,170
2,172
2,177
2,185
2,186
2,226
2,243
2,249
2,257
2,264
2,276
2,278
2,280
2,282
2,283
2,284
2,285
2,286
2,300
2,307
2,323
2,361
2,380
2,406
2,411
2,427
2,429
2,441
2,445
2,464
2,476
2,506
2,519
2,523
2,524
2,525
2,547
2,549
2,557
2,566
2,567
2,568
2,598
2,620
2,737
2,830
2,864
2,884
2,885
2,912
2,944
2,951
2,966
2,998
2,1037
2,1072
2,1118
2,1148
2,1151
2,1229
2,1556
2,1735
2,1786
2,1815
2,1833
2,1910
2,2062
2,2075
2,2284
2,2388
2,2591
2,2848
2,3274
2,3949
2,4742
2,4934
2,5770
3,128
3,129
3,130
4,4
4,118
4,125
4,131
4,132
4,133
4,134
4,135
4,136
4,820
4,1046
4,2910
4,3135
4,3602
4,3849
4,4702
4,7536
4,13843
4,13844
5,138
5,139
5,140
5,141
5,142
5,143
5,144
5,145
5,146
5,147
6,155
7,113
7,164
7,165
7,166
7,167
7,168
7,169
7,170
7,171
7,172
8,12
8,13
8,20
8,23
8,28
8,43
8,44
8,46
8,49
8,61
8,70
8,72
8,81
8,102
8,106
8,108
8,109
8,111
8,112
8,132
8,138
8,139
8,140
8,142
8,143
8,144
8,145
8,146
8,147
8,150
8,152
8,153
8,154
8,164
8,166
8,167
8,168
8,170
8,171
8,172
8,176
8,177
8,180
8,181
8,182
8,184
8,185
8,186
8,188
8,189
8,190
8,226
8,229
8,231
8,243
8,248
8,249
8,250
8,251
8,255
8,270
8,278
8,279
8,280
8,282
8,283
8,284
8,285
8,286
8,289
8,293
8,294
8,296
8,300
8,301
8,304
8,305
8,306
8,357
8,359
8,361
8,380
8,406
8,411
8,412
8,418
8,427
8,431
8,432
8,435
8,441
8,444
8,445
8,447
8,464
8,476
8,480
8,503
8,519
8,526
8,527
8,528
8,547
8,549
8,557
8,564
8,566
8,567
8,568
8,589
8,590
8,591
8,596
8,599
8,618
8,631
8,663
8,770
8,789
8,791
8,792
8,830
8,831
8,833
8,848
8,853
8,861
8,863
8,873
8,879
8,884
8,935
8,944
8,946
8,951
8,952
8,962
8,998
8,1015
8,1020
8,1022
8,1037
8,1045
8,1068
8,1074
8,1075
8,1079
8,1107
8,1108
8,1112
8,1114
8,1118
8,1152
8,1175
8,1178
8,1185
8,1220
8,1229
8,1252
8,1256
8,1305
8,1315
8,1317
8,1318
8,1344
8,1347
8,1351
8,1384
8,1385
8,1386
8,1396
8,1413
8,1433
8,1527
8,1549
8,1552
8,1555
8,1571
8,1589
8,1600
8,1655
8,1729
8,1730
8,1731
8,1748
8,1764
8,1765
8,1767
8,1831
8,1833
8,1848
8,1905
8,1908
8,1909
8,1910
8,1926
8,1927
8,1929
8,1946
8,1949
8,1950
8,1968
8,1977
8,1978
8,1980
8,2025
8,2062
8,2143
8,2244
8,2245
8,2259
8,2260
8,2348
8,2385
8,2426
8,2520
8,2577
8,2607
8,2633
8,2658
8,2694
8,2720
8,2737
8,2745
8,2780
8,2846
8,2905
8,2909
8,2978
8,3077
8,3112
8,3133
8,3153
8,3154
8,3292
8,3300
8,3358
8,3514
8,3652
8,3730
8,3731
8,3732
8,3857
8,3920
8,4283
8,4294
8,4386
8,4642
8,4707
8,4934
8,4978
8,5000
8,5262
8,5391
8,5408
8,6362
8,6363
8,7081
8,7359
8,7456
8,7480
8,7544
8,7795
8,7854
8,7976
8,8064
8,8546
8,9198
8,10494
8,11017
8,11534
8,11808
8,12381
8,12451
8,13216
8,13596
8,14015
9,274
9,275
10,2
10,13
10,19
10,28
10,29
10,35
10,44
10,59
10,61
10,74
10,83
10,108
10,109
10,111
10,112
10,125
10,136
10,140
10,143
10,145
10,147
10,151
10,152
10,153
10,158
10,164
10,166
10,171
10,172
10,177
10,181
10,185
10,186
10,201
10,226
10,231
10,243
10,257
10,270
10,276
10,277
10,278
10,279
10,280
10,281
10,282
10,283
10,284
10,285
10,286
10,293
10,296
10,301
10,302
10,304
10,309
10,341
10,358
10,360
10,361
10,380
10,427
10,441
10,444
